heart_rate,steps,hours_of_sleep,calories,move,stress_level
93,10200,4.073858218096453,3212,857,1
97,2229,6.2203140080455315,2727,837,0
92,9467,4.164521859835946,3106,819,0
83,3289,6.357845352071747,2518,505,1
74,2239,7.154875593239943,1886,707,0
89,6370,7.07008831948907,2277,521,1
76,17170,4.993770082169592,1597,811,0
64,1125,7.8744430605736735,2868,346,1
88,13504,4.268670703028009,3326,171,0
63,16398,8.571440920794492,1707,929,0
69,7638,9.679866603961278,3037,284,1
76,7570,6.038612962906708,3159,105,1
69,4249,7.103436290285991,3315,305,1
76,10110,6.273461668352886,2085,643,1
79,8595,4.040262341824359,1665,710,0
83,14605,6.315247017370695,1521,486,0
64,13115,8.750321555568078,1653,867,0
93,7294,7.575933053100891,3462,798,1
65,6757,4.607559487690954,2962,175,0
61,13595,9.08283693816271,2818,276,0
72,2969,7.186512069311457,1718,926,1
70,11985,9.050340170468058,2168,898,1
82,18275,7.481329112710176,3018,448,0
75,5470,7.35813066902764,1729,354,1
90,11225,4.631555111182074,1519,936,0
70,10556,5.004158398831768,2052,801,0
75,10206,9.832151538979547,2449,407,1
67,10991,5.370920480528625,1647,444,0
63,8519,9.864712707942207,2631,226,1
99,14669,7.19147623914558,1902,386,1
63,5612,4.814734282383623,2095,865,0
84,13373,4.595813216522158,3006,824,0
62,18582,5.25318442423444,1866,861,0
91,16552,9.553823980152014,3357,695,1
62,15646,6.4849013459693605,2937,586,0
86,6238,6.372605607957486,2832,482,1
88,16577,5.879237566421044,2301,505,1
91,16504,4.88237110339953,2417,487,0
78,4719,6.927107183154439,3358,624,1
80,1302,4.780286695066832,2657,656,0
64,13144,9.012881418293965,3242,738,0
77,18370,6.222381917651839,2806,725,0
87,11055,6.248821406690778,3301,375,0
81,5440,6.8440385708989355,1572,599,0
80,4072,6.6647662789945095,1980,816,0
65,14598,9.96914783835593,2875,436,0
60,15287,7.272286727309815,2059,580,1
64,14965,4.529210222739224,2849,996,0
71,10519,7.641264049461579,2244,372,1
85,14380,4.9095057572192795,2966,157,1
93,12865,4.185625868388052,1599,427,1
73,9125,9.82445292206349,2582,830,0
85,4291,8.641233349207383,2007,208,1
86,5033,9.880653954482602,1757,378,1
68,6105,6.867270688133455,1912,785,0
85,18087,7.193545186893857,2975,427,0
81,9133,5.010021735514782,2588,875,1
89,17958,5.481444560005514,2094,414,0
76,6704,9.031295289416969,2677,573,0
85,8848,6.137113882705565,1765,210,0
95,13975,8.960889842778514,2320,798,0
60,7924,8.25408234572219,2602,880,1
67,1488,5.063025551631193,2838,328,0
94,8114,7.044678196718452,2161,596,0
74,16740,8.064323929112302,2446,255,0
81,4173,5.410223288822951,2059,572,1
73,2667,8.984131063120461,2416,800,1
85,5114,7.268965945271121,2390,371,0
87,4553,4.9914523026556195,2771,986,0
82,8761,7.497906556987615,3313,101,1
73,2000,9.998282824935483,2367,857,0
83,16638,4.9031289499804815,2109,821,0
61,18772,8.900541580717169,1913,610,1
85,6450,5.243854019125347,1524,385,0
73,4712,8.694329976760525,1783,970,0
66,2367,8.40746753872848,2972,112,1
62,9189,5.802936313602594,2380,707,1
82,10013,5.954938705386699,1800,597,0
77,17838,8.755128351777515,2591,832,1
97,4726,6.768673071323876,2530,337,0
94,5806,8.384908172270853,2316,193,0
74,3190,4.887904884195009,2660,437,0
84,10108,9.115346691409322,2687,880,1
96,13178,8.265308300093915,1582,270,1
87,3875,9.441656853009004,3420,705,0
69,6592,4.794234274209835,3173,760,0
98,18824,7.558087002163586,2943,723,1
76,13592,7.594723510241951,2596,666,1
98,9927,6.120764443280695,2760,948,1
81,15437,6.750798547415547,1545,566,0
85,12530,4.227889379739121,2117,727,1
84,8010,8.475160231762072,2427,242,1
76,12207,7.295934876419044,3323,300,0
72,3989,4.346446311215042,1761,279,0
79,13040,8.084535357762913,1675,813,0
84,10218,6.8006924633871275,2689,463,1
63,7471,4.20676755655,2156,578,0
69,3863,9.817646361088572,2341,664,0
62,11693,9.694672858536643,1869,570,0
77,2177,7.077414496883185,3318,483,0
95,5760,4.562034524235461,1553,791,1
81,1011,8.527727329591551,2189,516,0
93,17353,6.951586600634374,2942,924,1
67,12556,5.814684869736279,3279,407,1
99,12563,6.948509065171341,3030,748,1
78,15051,7.134664872432786,2864,793,0
96,12022,7.376270194134035,2650,466,1
65,9234,6.647342281931959,2932,100,0
85,17173,7.63453181883434,3447,143,0
93,14178,9.512408263638264,1866,838,0
65,7570,6.173608522591547,2794,942,1
96,1406,8.354298779319695,2143,197,0
92,10206,9.366715340945394,3128,819,0
81,5431,6.735875654559622,1878,364,0
80,7542,6.660735018291424,1572,899,1
65,9906,7.612701912128677,3446,882,1
65,5146,7.548440556534929,3445,239,1
63,13046,8.839536053957662,2414,580,0
89,13611,6.858900302669756,2771,336,1
70,14076,9.976737697836647,2359,171,0
89,17524,4.356829413203685,3308,766,0
90,5882,4.019007091484211,1542,289,1
83,15113,7.841189869357743,1876,367,0
68,14645,5.79060947417126,2564,420,1
62,7012,5.442294332196903,1669,206,0
90,18347,5.871394480025683,3469,331,1
99,8151,5.536285390629725,1711,141,0
96,4610,4.184740297962687,3016,801,0
95,10884,9.829198254343531,3203,982,0
83,7894,5.3244729307166905,1538,238,0
90,14467,8.404178575535838,1868,714,0
65,17489,8.57557836816505,2256,782,1
61,10873,9.575544388043376,1650,962,0
79,13289,4.18329674256028,2634,372,1
87,13208,9.232290030682046,3003,580,1
70,11828,7.163357085038801,2959,515,1
63,3137,7.7952646597949675,2570,605,0
74,2286,7.866821662726202,2523,832,0
65,16710,8.918786829908365,3098,824,0
89,12371,6.0004439329546635,2236,952,1
97,16945,8.39830713915996,2889,523,0
61,8052,7.171468658333183,1568,506,0
74,4654,8.760364085832087,1798,667,1
70,19743,9.9432761966208,2443,489,1
67,16600,5.203906104422567,2301,441,1
85,9636,9.967891849359987,1795,713,1
64,7441,4.538872925696644,1702,592,1
65,10667,4.013905287428884,1560,291,1
85,13149,4.264971617066988,2445,598,0
63,2798,6.05069442842057,2462,921,1
78,10600,7.797437984070605,3353,811,0
79,6495,4.414177245327098,2837,332,0
92,10900,4.033994887177403,2684,326,0
79,14673,9.622546170752768,1830,470,1
71,12130,8.931559815639577,3051,238,0
60,16222,8.855099026834186,1837,955,1
85,2300,9.306545653011863,3129,916,1
73,10435,8.200205636632626,2827,248,0
97,5616,4.626424778488489,3026,214,1
96,17393,6.394601128442338,3173,549,0
70,11617,8.338896918787777,2861,162,0
95,6752,5.682006764749126,3073,203,1
72,10852,8.124438184817425,2138,950,0
62,7295,4.146990689605914,1774,970,0
92,18456,5.8368240452775595,2687,767,0
65,4225,7.294782017663036,2966,372,1
69,2316,7.792538977037454,1818,105,0
64,13337,7.462243986771465,2088,246,1
82,7807,8.186537656440578,2003,283,1
69,4683,4.036532489439034,3209,127,0
61,8227,4.605647199865129,1886,649,0
72,4273,9.21366551367487,3493,218,1
99,1145,8.090491864540967,2369,392,1
61,6010,4.677589856116068,2332,470,0
79,17035,9.052446624391475,2514,343,0
60,4040,5.453387306947402,3411,679,1
96,10654,6.869559305171341,2102,825,1
68,17866,4.8711790773079615,3273,317,1
76,18633,8.26066033853024,3299,276,1
68,18014,8.001126526085606,2190,398,1
70,15996,5.266674826996817,1993,775,0
74,17336,9.180404601142012,1989,157,1
83,9853,6.407836145318273,2220,368,1
97,12695,5.755090546424451,2596,407,0
94,3852,4.913977536787213,2008,669,0
89,17014,5.597008075093225,1889,387,1
90,1987,4.132161527342902,3142,204,1
64,8622,7.4995449547366935,3380,327,0
73,10160,9.053384478063688,1794,346,1
70,18484,7.293882696649851,2892,799,1
68,7652,5.315643771543254,3479,593,0
93,8421,4.202015069283236,2295,182,1
71,1769,5.287768439552817,2364,285,0
94,18727,6.496728568426554,3217,351,0
94,15114,8.557668572198779,2048,454,0
60,5358,5.127057115226645,2148,849,0
99,12543,8.318748720128117,3373,971,1
81,19733,9.201600810111302,2067,795,0
88,6699,6.723681088650142,2710,895,1
67,18625,8.928591949855559,2352,996,1
70,2125,7.3279440882105735,2269,309,1
96,11793,7.82254502248543,1944,915,1
73,7764,7.157670762029216,3093,907,1
89,13323,6.77903630050805,1862,708,0
94,14031,5.407920650655096,1622,546,0
80,15052,5.819164356766276,2711,559,0
96,13640,5.739820713661654,2241,571,0
64,8843,7.379733585722889,2179,819,1
78,15210,4.719722158143339,1919,469,0
73,17456,9.50075014421401,3149,999,1
85,11106,8.323930871698678,2775,591,1
63,6189,6.408673785479162,3142,236,0
84,3472,4.951744867158268,3072,466,0
84,18091,9.291953018329815,2858,283,0
77,19188,8.942668540606991,1591,687,0
99,7704,8.330329316303075,3053,386,1
67,4713,5.629282284467454,3389,571,1
98,6051,6.414679824602014,1562,474,0
99,11756,4.61648951471454,3185,753,1
73,3475,5.13423714836519,2011,848,1
91,4610,8.698099823900398,2662,636,1
97,5255,8.290232313104102,3221,610,0
92,15484,7.560914577855608,2708,901,1
82,2735,9.374360355557037,2728,678,0
74,9258,7.499599106878272,2271,349,0
92,8979,6.801807999781664,2737,609,1
84,3428,6.042224477834576,1755,729,1
76,13345,9.642691034417036,1634,172,0
92,8426,4.496292769146121,3096,381,1
61,9533,9.58532423236485,2374,459,1
73,6249,8.960287959586111,2321,109,0
99,10686,4.779579547214208,1587,310,0
99,15109,7.389906146051521,3359,934,0
98,1661,9.19928789049452,2487,251,0
65,13075,7.430854981642923,2730,104,1
65,15788,9.443198929363733,2652,294,1
62,11060,9.657902900896255,2322,382,0
66,16836,6.534307133105836,2526,563,0
67,11526,6.263881968437942,2473,212,0
74,4374,9.617926923814942,2433,370,1
88,1207,8.050840366898008,3277,262,0
92,3665,4.696136088089016,1620,559,1
89,19877,4.253750495336087,2908,204,0
98,1632,7.387774305983578,3137,792,0
86,4083,9.581025792630548,2561,655,0
95,14711,9.065492214434911,2864,381,1
88,11123,8.055086478786018,2507,786,1
97,8123,4.834695093346525,2424,261,1
92,11754,5.525388302492173,2144,450,0
96,2679,9.253067359315697,2213,533,1
86,16901,5.096843419941402,2359,951,1
92,1236,5.670636449502608,1520,239,0
63,8446,4.777603907172652,1741,570,0
81,5443,8.056649388486466,1954,231,1
61,16463,9.663893832179259,2462,186,1
69,9555,5.613808189572316,2120,787,1
64,19752,6.852439647100442,1802,282,1
69,17669,7.806038438267226,3119,467,0
92,1148,9.996797489293783,3118,228,0
97,14395,4.628848389985433,2302,345,0
72,5895,6.991424797034255,2463,700,1
90,18396,6.310720719415,1568,677,1
95,12023,9.194920991334131,2652,769,0
83,11699,6.855806386069935,1695,998,0
74,10715,4.665865147510889,1639,477,1
88,17163,7.806544871719502,2967,248,1
67,6782,8.624683709583278,1782,951,0
64,19792,4.017287509993688,1811,532,0
88,17724,9.153740112523778,2245,727,0
63,3817,5.1161380000339935,3058,825,1
71,16096,7.312416187920267,3188,568,1
61,19880,6.494785004124701,1776,545,1
86,6299,8.317922899663182,1560,580,1
90,10917,6.226969688714451,2842,983,1
95,19073,9.218579060090264,3413,393,1
95,4267,8.382978165752741,1551,864,0
85,5406,7.886279026377529,3379,242,0
86,18826,8.777443573377127,1652,349,1
64,11382,8.524138209570294,3272,977,0
79,5437,4.2156320495293205,2834,401,1
70,6435,6.368406123068969,3337,124,0
69,5107,9.58484378389894,2043,888,1
99,1560,4.754345613953357,2066,988,0
97,13329,8.422579302592307,3387,989,0
65,2826,9.847550868011979,2912,169,1
67,12421,4.31319177426983,3071,724,1
82,13265,8.093163283759662,2121,974,0
85,8629,6.808924847806182,2700,211,0
71,9325,7.475051532248333,2885,463,1
85,8693,4.512048018905949,1813,402,0
72,9264,4.258041711201637,2306,570,1
99,13686,8.001199963305531,2347,190,1
77,14716,8.939856578924307,1596,629,0
84,7721,8.692092009597804,2380,760,1
92,8373,7.262834367197424,2736,838,0
99,6907,4.599200926817069,2328,825,0
71,17127,8.128266663016083,1636,971,1
95,6656,5.451333301324876,2529,762,0
63,9984,9.4664122166043,2510,291,1
64,9286,9.02959215727423,1608,651,1
96,6901,8.256297802524346,2046,341,1
67,5917,9.693075734986783,2562,237,0
87,9429,4.188530929067637,2161,444,1
90,15716,8.417202550364571,1924,279,0
68,16795,5.981456676018432,2129,811,1
88,12138,9.436395314118192,1760,602,1
